id,user_id,title,date,exercises,created_at
16ca9693-bcb5-41f5-85ca-ca6c1e002f0f,0a17aa0e-65a0-41ad-a0af-b7ce6ba83fc4,Full Arms Day,2026-01-07 10:25:46.411+00,"[{""id"":""ex-0-1767781546411"",""name"":""Hammer Curl"",""reps"":8,""sets"":3,""weight"":13,""completed"":true,""muscleGroup"":""Bicep""},{""id"":""ex-1-1767781546411"",""name"":""Bicep Curl"",""reps"":8,""sets"":3,""weight"":13,""completed"":true,""muscleGroup"":""Bicep""},{""id"":""ex-2-1767781546411"",""name"":""Wrist Curl"",""reps"":8,""sets"":3,""weight"":3,""completed"":true,""muscleGroup"":""Forearm""}]",2026-01-07 10:25:48.264675+00
2aa184ff-e62a-4cb6-a83f-46a78ff002c5,0a17aa0e-65a0-41ad-a0af-b7ce6ba83fc4,Full Arms Day,2025-12-31 09:09:19.691+00,"[{""id"":""ex-0-1767172159691"",""name"":""Hammer Curl"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Bicep""},{""id"":""ex-1-1767172159691"",""name"":""Bicep Curl"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Bicep""},{""id"":""ex-2-1767172159691"",""name"":""Wrist Curl"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Forearm""}]",2025-12-31 09:09:21.077049+00
70ac96ec-993d-43d8-aa72-c0b3bc2eec2f,0a17aa0e-65a0-41ad-a0af-b7ce6ba83fc4,Shoulder & Back Day,2026-01-08 13:32:13.629+00,"[{""id"":""ex-0-1767879133629"",""name"":""Lateral Raise"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Shoulder""},{""id"":""ex-1-1767879133629"",""name"":""Shoulder Press"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Shoulder""},{""id"":""ex-2-1767879133629"",""name"":""Pseudo Push Up"",""reps"":10,""sets"":3,""weight"":0,""completed"":false,""muscleGroup"":""Shoulder""},{""id"":""ex-3-1767879133629"",""name"":""Pull Ups"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Back""}]",2026-01-08 13:32:14.47854+00
829464d7-c169-4f36-8c81-8d1210c79d24,0a17aa0e-65a0-41ad-a0af-b7ce6ba83fc4,Shoulder & Back Day,2026-01-01 09:01:40.701+00,"[{""id"":""ex-0-1767258100701"",""name"":""Lateral Raise"",""reps"":8,""sets"":3,""weight"":10,""completed"":true,""muscleGroup"":""Shoulder""},{""id"":""ex-1-1767258100701"",""name"":""Shoulder Press"",""reps"":8,""sets"":3,""weight"":12,""completed"":true,""muscleGroup"":""Shoulder""},{""id"":""ex-2-1767258100701"",""name"":""Pseudo Push Up"",""reps"":10,""sets"":3,""weight"":0,""completed"":false,""muscleGroup"":""Shoulder""},{""id"":""ex-3-1767258100701"",""name"":""Pull Ups"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Back""}]",2026-01-01 09:01:57.036462+00
9a82b4f7-1b89-4673-9021-599fdccff39d,0a17aa0e-65a0-41ad-a0af-b7ce6ba83fc4,Full Arms Day,2026-01-14 11:48:05.928+00,"[{""id"":""ex-0-1768391285928"",""name"":""Hammer Curl"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Bicep""},{""id"":""ex-1-1768391285928"",""name"":""Bicep Curl"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Bicep""},{""id"":""ex-2-1768391285928"",""name"":""Wrist Curl"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Forearm""}]",2026-01-14 11:48:07.840156+00
b99ca58d-22c7-461b-a44b-e8ebc8e6d85c,0a17aa0e-65a0-41ad-a0af-b7ce6ba83fc4,Tricep & Chest Day,2025-12-30 12:26:51.118+00,"[{""id"":""ex-0-1767097611118"",""name"":""Dips"",""reps"":10,""sets"":3,""weight"":0,""completed"":false,""muscleGroup"":""Tricep""},{""id"":""ex-1-1767097611118"",""name"":""Wide Push Up"",""reps"":10,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Chest""},{""id"":""ex-2-1767097611118"",""name"":""Diamond Push Up"",""reps"":10,""sets"":4,""weight"":0,""completed"":true,""muscleGroup"":""Tricep""}]",2025-12-30 12:26:59.854944+00
c9f1c812-435c-41eb-aead-d530a2c8d4d6,0a17aa0e-65a0-41ad-a0af-b7ce6ba83fc4,Shoulder & Back Day,2026-01-05 09:12:40.054+00,"[{""id"":""ex-0-1767604360054"",""name"":""Lateral Raise"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Shoulder""},{""id"":""ex-1-1767604360054"",""name"":""Shoulder Press"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Shoulder""},{""id"":""ex-2-1767604360054"",""name"":""Pseudo Push Up"",""reps"":10,""sets"":3,""weight"":0,""completed"":false,""muscleGroup"":""Shoulder""},{""id"":""ex-3-1767604360054"",""name"":""Pull Ups"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Back""},{""id"":""ex-4-1767604360054"",""name"":""Pike Push Up"",""reps"":10,""sets"":3,""weight"":0,""completed"":false,""muscleGroup"":""Shoulder""}]",2026-01-05 09:12:47.948677+00
fcdf257e-8a7a-401f-852d-ecd19bc0fbb7,0a17aa0e-65a0-41ad-a0af-b7ce6ba83fc4,Shoulder & Back Day,2025-12-29 09:12:45.562+00,"[{""id"":""ex-0-1766999565562"",""name"":""Lateral Raise"",""reps"":8,""sets"":3,""weight"":10,""completed"":true,""muscleGroup"":""Chest""},{""id"":""ex-1-1766999565562"",""name"":""Shoulder Press"",""reps"":8,""sets"":3,""weight"":12,""completed"":true,""muscleGroup"":""Shoulder""},{""id"":""ex-2-1766999565562"",""name"":""Pseudo Push Up"",""reps"":10,""sets"":3,""weight"":0,""completed"":false,""muscleGroup"":""Shoulder""},{""id"":""ex-3-1766999565562"",""name"":""Pull Ups"",""reps"":8,""sets"":3,""weight"":0,""completed"":true,""muscleGroup"":""Back""},{""id"":""ex-4-1766999565562"",""name"":""Pike Push Up"",""reps"":10,""sets"":3,""weight"":0,""completed"":false,""muscleGroup"":""Shoulder""}]",2025-12-29 09:12:47.041084+00
