user_id,plan,updated_at
0a17aa0e-65a0-41ad-a0af-b7ce6ba83fc4,"{""Friday"":{""title"":""Core & Legs Day"",""exercises"":[{""name"":""Squats"",""reps"":20,""sets"":3,""muscleGroup"":""Legs""},{""name"":""Plank"",""reps"":60,""sets"":3,""muscleGroup"":""Core""},{""name"":""Leg Lift"",""reps"":15,""sets"":3,""weight"":0,""muscleGroup"":""Legs""}]},""Monday"":{""title"":""Shoulder & Back Day"",""exercises"":[{""name"":""Lateral Raise"",""reps"":8,""sets"":3,""weight"":0,""muscleGroup"":""Shoulder""},{""name"":""Shoulder Press"",""reps"":8,""sets"":3,""weight"":0,""muscleGroup"":""Shoulder""},{""name"":""Pseudo Push Up"",""reps"":10,""sets"":3,""weight"":0,""muscleGroup"":""Shoulder""},{""name"":""Pull Ups"",""reps"":8,""sets"":3,""weight"":0,""muscleGroup"":""Back""},{""name"":""Pike Push Up"",""reps"":10,""sets"":3,""weight"":0,""muscleGroup"":""Shoulder""}]},""Sunday"":{""title"":""Stretches/Rest day"",""exercises"":[],""isRestDay"":true},""Tuesday"":{""title"":""Tricep & Chest Day"",""exercises"":[{""name"":""Wide Push Up"",""reps"":10,""sets"":3,""weight"":0,""muscleGroup"":""Chest""},{""name"":""Diamond Push Up"",""reps"":10,""sets"":4,""weight"":0,""muscleGroup"":""Tricep""}]},""Saturday"":{""title"":""Stretches/Rest Day"",""exercises"":[],""isRestDay"":true},""Thursday"":{""title"":""Shoulder & Back Day"",""exercises"":[{""name"":""Lateral Raise"",""reps"":8,""sets"":3,""weight"":0,""muscleGroup"":""Shoulder""},{""name"":""Shoulder Press"",""reps"":8,""sets"":3,""weight"":0,""muscleGroup"":""Shoulder""},{""name"":""Pseudo Push Up"",""reps"":10,""sets"":3,""weight"":0,""muscleGroup"":""Shoulder""},{""name"":""Pull Ups"",""reps"":8,""sets"":3,""weight"":0,""muscleGroup"":""Back""}]},""Wednesday"":{""title"":""Full Arms Day"",""exercises"":[{""name"":""Hammer Curl"",""reps"":8,""sets"":3,""weight"":0,""muscleGroup"":""Bicep""},{""name"":""Bicep Curl"",""reps"":8,""sets"":3,""weight"":0,""muscleGroup"":""Bicep""},{""name"":""Wrist Curl"",""reps"":8,""sets"":3,""weight"":0,""muscleGroup"":""Forearm""}]}}",2025-12-28 08:09:07.681256+00
cfee73ab-4897-40fd-b428-a9d84e7e69af,"{""Friday"":{""title"":""Rest Day"",""exercises"":[]},""Monday"":{""title"":""Rest Day"",""exercises"":[]},""Sunday"":{""title"":""Rest Day"",""exercises"":[]},""Tuesday"":{""title"":""Rest Day"",""exercises"":[]},""Saturday"":{""title"":""Rest Day"",""exercises"":[]},""Thursday"":{""title"":""Rest Day"",""exercises"":[]},""Wednesday"":{""title"":""Rest Day"",""exercises"":[]}}",2026-01-02 08:50:38.449973+00
